name,brand,quantity,generic_name,image_url,categories,labels,allergens,nutriscore,nova_group,ecoscore,origins
Praline,,,Bonbons,https://images.openfoodfacts.org/images/products/426/052/352/0195/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons,,,,,,
Fruchtgummi,Red Band,,,https://images.openfoodfacts.org/images/products/871/380/012/7595/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries,,,,,,
Maître Jean Pierre Französische Milchbrötchen,Rowan Hill Bakery,350 g,Brioche,,en:snacks|en:sweet-snacks|en:sweet-pastries-and-pies|en:viennoiseries|en:brioches|en:milk-bread-rolls,en:vegetarian,en:eggs|en:gluten|en:milk,d,4,b,
Gemüsemischung Italia,Freshona,,,https://images.openfoodfacts.org/images/products/20809928/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:frozen-plant-based-foods|en:frozen-vegetables,,,,,,
Waffeln,,,Waffeln,https://images.openfoodfacts.org/images/products/29033843/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:pastries|en:waffles,,,,,c,
Lindor Orange,Lindt&Sprüngli,125 g,,,en:snacks|en:sweet-snacks,,,,,,
Bresso - Kirschtomaten & Chili,Bresso,150 g,Frischkäse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:fresh-cheeses|en:cream-cheeses,en:no-gmos|de:ohne-gentechnik,en:milk,d,4,d,
Ma.12.Glück passiert aus Himbeeren,Glück,230g,Aufstrich,https://images.openfoodfacts.org/images/products/405/460/088/0117/10.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:jams|en:citrus-jams|en:marmalades,,,d,4,b,
Edeka Bio Erdnüsse,Edeka,250,Nüsse,https://images.openfoodfacts.org/images/products/111/443/678/7875/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:legumes|en:nuts-and-their-products|en:nuts|en:peanuts,en:organic|en:eu-organic|de:eg-öko-verordnung,,,,c,
"Senf, scharf",Kania,200ml,Soße,,en:condiments|en:sauces|en:mustards|en:groceries,en:vegetarian|en:vegan|en:nutriscore|en:nutriscore-grade-e,en:mustard,e,4,b,
Orangetten zartbitter,Berger,90 g,Bonbons,https://images.openfoodfacts.org/images/products/912/006/499/2941/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons|en:fruit-confectioneries|en:chocolate-coated-fruits|fr:orangettes,,,,,,
Mandelflorentiner zartbitter,Berger,120 g,Kekse,https://images.openfoodfacts.org/images/products/912/006/499/2903/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:chocolate-biscuits|en:dark-chocolate-biscuits,,,,,c,
Wellness Schinken,Berger,100 g,Schinken,https://images.openfoodfacts.org/images/products/900/145/503/3057/6.400.jpg,en:meats-and-their-products|en:prepared-meats|en:hams,en:no-gluten,,c,4,,
Bauernschnitte Weizenmischbrot,Kornmark,500 g,Weißbrot,https://images.openfoodfacts.org/images/products/400/924/903/9211/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:white-breads|en:wheat-breads,,en:gluten,c,3,,
Lachgummi,Storck,200g,Gummibärchen,https://images.openfoodfacts.org/images/products/401/440/091/4818/10.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies|en:gummi-candies|en:gummy-bears,en:green-dot,,e,4,a,
Linseneintopf mit Schweinefleisch,Penny,500g,,,en:meals|en:meats-and-their-products|en:meat-preparations|en:chicken-and-its-products|en:breaded-products|en:chicken-preparations|en:cordons-bleus|en:chicken-cordons-bleus,en:nutriscore,en:celery|en:eggs|en:gluten|en:milk|en:mustard,b,4,e,
Gewürzmischung Universal,Kucharek,500g,,,en:condiments|en:groceries,en:no-preservatives,en:celery,e,4,,
Sonnentor Gewürzblüten,Sonnentor,25g,,https://images.openfoodfacts.org/images/products/900/414/500/3774/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:spice-mix|en:groceries,en:organic|en:eu-organic|en:at-bio-301,,,3,d,
Bio Wiener mit Magermilchjoghurt,Bäuerliche Erzeugergemeinschaft Schwäbisch Hall,200 g,Wurst,https://images.openfoodfacts.org/images/products/401/482/980/0501/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,en:organic|en:eu-organic|en:de-oko-003|en:de-oko-002,en:milk,d,4,,EU
Röschen - Trio,Bofrost,1000 g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:frozen-plant-based-foods|en:frozen-vegetables,,,a,1,,
Schoko-Bananen-Müsli,Mymuesli,85,Müsli,https://images.openfoodfacts.org/images/products/426/018/878/1252/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:chocolate-cereals|en:mueslis|en:mueslis-with-chocolate,en:organic|en:eu-organic|en:de-oko-037|en:made-in-germany,en:gluten|en:milk|en:sesame-seeds,c,,a,
Halbweissmehl,Coop naturaplan bio,1kg,Mehl,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:flours|en:cereal-flours|en:wheat-flours,en:organic|en:eu-organic|en:ch-bio-006,en:gluten,a,1,,
Gefüllte Herzen Zartbitter,Netto MD,300 g,,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:gingerbreads|en:filled-gingerbreads-covered-with-chocolate,en:vegetarian|en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:vegan|en:2017-gold-medal-of-the-german-agricultural-society|en:rainforest-alliance|en:rainforest-alliance-cocoa|en:v-label-international|en:v-label-international-vegan,en:gluten,e,4,a,
Vollreiswaffeln,naturaplan,120g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:cereals-and-their-products|en:puffed-cereal-cakes|en:puffed-rice-cakes|en:puffed-wholegrain-rice-cakes,en:made-in-italy,,b,3,c,
Sonnen-Mais kleine Dosen,G&G,140g,Mais,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:cereals-and-potatoes|en:seeds|en:vegetables-based-foods|en:canned-plant-based-foods|en:cereals-and-their-products|en:canned-vegetables|en:cereal-grains|en:canned-cereals|en:corn|en:canned-corn|en:canned-sweet-corn|en:frucht-und-gemusebasierte-lebensmittel|en:gemusebasierte-lebensmittel|en:gemusekonserven|en:getreidekorner|en:pflanzliche-lebensmittel-und-getranke,en:no-added-sugar|en:nutriscore,,b,3,a,
Fladenbrot Kebab für Döner,Mestemacher,400g,Brot,https://images.openfoodfacts.org/images/products/400/044/601/6807/6.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:sandwiches|en:breads|en:flatbreads|en:special-breads|en:pre-baked-breads|en:kebab-breads,en:vegetarian|en:no-preservatives|en:european-vegetarian-union|en:nutriscore|en:nutriscore-grade-a,en:gluten,c,3,,
Alpaka Torte,Ruf,,Kuchen,https://images.openfoodfacts.org/images/products/400/280/903/7320/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:cakes|en:cooking-helpers|en:baking-mixes|en:dessert-mixes|en:pastry-helpers|en:cake-mixes,,,,,,
Froschkönig Pesto Basilikum,Gitte’s Zaubertopf,170 g,Soße,https://images.openfoodfacts.org/images/products/426/039/399/1569/1.400.jpg,en:condiments|en:sauces|en:pestos|en:groceries,,,,,c,
Weizenmehl Type405,Mehl,1kg,Mehl,https://images.openfoodfacts.org/images/products/400/293/000/8602/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:flours|en:cereal-flours|en:wheat-flours|en:wheat-flour-t405,en:fsc|en:fsc-mix|en:green-dot,en:gluten,a,1,,
Grobe Suppennudeln,Dorfmühle,500g,Nudeln,https://images.openfoodfacts.org/images/products/400/039/825/4111/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:noodles,en:made-in-germany,,a,,,
Räucherkäse,,,Käse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:smoked-cheeses,,,,,d,
Lyoner geschnitten,,,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,,,,,,
Pariser Karotten,real Quality,,Gemüse,https://images.openfoodfacts.org/images/products/433/401/100/8813/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:vegetables|en:frozen-plant-based-foods|en:frozen-vegetables|en:carrots|en:frozen-carrots,,,,,a,
Hafer Flocken Zart,Crownfield,500 g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:flakes|en:cereal-flakes|en:rolled-flakes|en:rolled-oats,en:organic|en:eu-organic|en:source-of-fibre|de:eg-öko-verordnung|en:de-oko-001|en:eu-agriculture|en:green-dot|en:high-fibres|en:nutriscore|en:nutriscore-grade-a|fr:ab-agriculture-biologique|fr:triman|es:recicla-azul|pt:ecoponto-azul,en:gluten,a,1,,
Hörnchennudeln,Gaggli,250g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,,,a,,,
"Finesse, Farmer Schinken Mit Honig Verfeinert",Herta,100 g,Kochschinken,https://images.openfoodfacts.org/images/products/400/058/236/5593/2.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:hams|en:white-hams,,,d,,,
WeizenReis,AGROS Trading GmbH,1 kg,,https://images.openfoodfacts.org/images/products/912/000/463/5150/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:cereal-grains|en:groats|en:wheat-groats,,en:gluten,b,1,,
Tofu schnittfest,BioBio,400 g,Tofu,https://images.openfoodfacts.org/images/products/431/626/852/0997/14.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:meat-alternatives|en:meat-analogues|en:tofu|en:plain-tofu,en:german-agricultural-society|en:organic|en:vegetarian|en:eu-organic|en:silver-medal-of-the-german-agricultural-society|en:vegan|en:2022-silver-medal-of-the-german-agricultural-society|en:de-oko-006|en:eu-agriculture|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:fsc|en:fsc-mix|en:nutri-score-a-e|en:nutriscore|en:nutriscore-grade-a,en:soybeans,a,3,,European Union
Finger Möhrchen,Edeka,220g,Gemüse,https://images.openfoodfacts.org/images/products/431/150/143/4901/9.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:vegetables|en:canned-vegetables|en:carrots|en:canned-carrots,en:nutriscore|en:nutriscore-grade-a,,a,3,,Germany
Apfelkompott,Edeka,365g,,https://images.openfoodfacts.org/images/products/431/150/135/1864/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:desserts|en:fruits-based-foods|en:compotes|en:apple-compotes,,,c,,a,
Bayerische Cornichons,Edeka,190g,Gewürzgurken,https://images.openfoodfacts.org/images/products/431/150/401/1697/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:pickles|en:canned-vegetables|en:plant-based-pickles|en:pickled-vegetables|en:pickled-cucumbers,,,c,,,
Leberwurst fein mager,Stockmeyer,150 g,Wurst,https://images.openfoodfacts.org/images/products/22166289/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:cured-sausages|en:sausages|en:cured-liver-sausages,,,,,,
IBONS Kaubonbons mit frischem Ingwer,Arno Knof GmbH,92g,Bonbons,https://images.openfoodfacts.org/images/products/426/002/445/0281/10.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons|en:candies|en:dragees|en:kaubonbon|en:kaubonbons|en:susser-snack|en:susswaren,en:no-gluten|en:vegetarian|en:halal|en:no-preservatives|en:vegan|en:no-lactose,,e,4,d,
Sahne Joghurt Pflaume - Zimt,Zott,150 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,,en:milk,c,4,b,
Party Erdnuss Flips,xox,450g,,https://images.openfoodfacts.org/images/products/403/144/650/4513/4.400.jpg,en:snacks|en:salty-snacks|de:erdnuss-flips|de:flips,en:vegetarian|en:vegan|en:made-in-germany,en:peanuts,d,4,,
Hummus Marrakesch,Green Heart,150,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spreads|en:plant-based-spreads|en:salted-spreads|en:sauces|en:dips|en:hummus,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:green-dot,,c,3,a,
Unsere Heimat Frische Eierspätzle,Alb-Gold,500 g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles|en:spatzle,en:no-gmos|de:ohne-gentechnik|en:nutriscore|de:gesicherte-qualität-baden-württemberg,en:eggs|en:gluten,c,3,,"Deutschland,Baden-Württemberg"
Karamell,WellMix Sport,,Karamell,,en:snacks|en:sweet-snacks|en:confectioneries|en:caramels,,,,,,
Gurke,Gut & Günstig,1,Gewürzgurken,https://images.openfoodfacts.org/images/products/431/152/756/6310/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:pickles,,,a,1,,Spanien
Ernie & Bert Kekse,Sesamstraße,150 g,Kekse,https://images.openfoodfacts.org/images/products/426/035/739/3309/3.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,en:organic|en:eu-organic|de:eg-öko-verordnung|en:de-oko-001|en:made-in-germany,en:gluten,e,4,b,
Fleischtaschen,Bürger,340 g,,https://images.openfoodfacts.org/images/products/407/560/005/5411/2.400.jpg,en:meals|en:pasta-dishes|de:maultaschen,de:marken-qualität-baden-württemberg,en:celery|en:eggs|en:gluten,c,3,,
Bio Birne-Zimt Joghurt mild,Söbbeke,500 g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts,en:organic|en:eu-organic|en:non-eu-agriculture|en:bioland|en:de-oko-006|en:eu-agriculture|en:eu-non-eu-agriculture,en:milk,c,4,,
Frischer Natur Jogurt,Hof-Milch,400 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,en:no-gmos|de:ohne-gentechnik,,b,,b,
Allgäuer Butter Süßrahm,Hof-Milch,400 g,Aufstrich,https://images.openfoodfacts.org/images/products/426/048/878/0368/6.400.jpg,en:dairies|en:fats|en:spreads|en:spreadable-fats|en:animal-fats|en:dairy-spreads|en:milkfat|en:butters|en:sweet-cream-butters,en:no-gmos|de:ohne-gentechnik,en:milk,e,2,d,
Spritzgebäck Mischung,Gut & Günstig,,Kekse,https://images.openfoodfacts.org/images/products/431/150/148/9208/4.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:pastries|en:sprits-biscuits,en:sustainable-farming|en:utz-certified,en:gluten,e,4,b,
WildkräuterPesto Giersch-Kresse,sell gmacht's,110 g,Soße,https://images.openfoodfacts.org/images/products/426/051/062/0204/2.400.jpg,en:condiments|en:sauces|en:pestos|en:groceries,en:organic|en:vegetarian|en:eu-organic|en:vegan|en:de-oko-006,,e,3,b,
Frischer Aprikosen Jogurt,Hof-Milch,400 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,en:no-gmos|de:ohne-gentechnik,en:milk|en:milk,c,4,b,
Heidelbeer Joghurt,Hof-Milch,400 g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts|en:blueberry-yogurts,en:no-gmos|de:ohne-gentechnik,en:milk|en:milk,c,4,b,
Weizen Tortillas mit Leinsamen,REWE Beste Wahl,432 g,Weißbrot,https://images.openfoodfacts.org/images/products/438/886/002/4111/13.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:flatbreads|en:white-breads|en:wheat-breads|en:wheat-flatbreads|de:tortillas|de:weizenfladen,,en:gluten,c,4,b,
Hartweizen Griess,Gut & Günstig,400 g,,https://images.openfoodfacts.org/images/products/431/150/160/0337/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:cereal-semolinas|en:wheat-semolinas|en:durum-wheat-semolinas,en:fsc|en:fsc-mix,en:gluten,b,1,a,
Flutschfinger,Langnese,72 ml 73 g,Eis,https://images.openfoodfacts.org/images/products/405/610/002/1311/1.400.jpg,en:desserts|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams,en:no-gluten|en:vegetarian|en:no-artificial-flavors|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:made-in-the-eu|en:no-artificial-colors|en:no-colorings,,c,4,b,
Landgemüse,Edeka,450g,,https://images.openfoodfacts.org/images/products/431/150/142/9921/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:frozen-plant-based-foods|en:frozen-vegetables|en:frozen-plant-based-foods-mixes,,en:celery,a,1,,
Mango-Pfirsich,Sojade,400g,Fruchtjoghurt,,en:plant-based-foods-and-beverages|en:dairies|en:fermented-foods|en:fermented-milk-products|en:dairy-substitutes|en:desserts|en:vegan-products|en:dairy-desserts|en:non-dairy-desserts|en:non-dairy-fermented-foods|en:fermented-dairy-desserts|en:non-dairy-yogurts|en:fermented-dairy-desserts-with-fruits|en:soy-milk-yogurts|en:yogurts|en:fruit-soy-yogurts|en:fruit-yogurts,en:fair-trade|en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|en:fr-bio-01|en:nutriscore|en:nutriscore-grade-b|en:the-vegan-society|fr:triman,en:peach|en:soybeans,a,4,,
Zwiebeln Gefriergetrocknete Zwiebeln,REWE,35g,,https://images.openfoodfacts.org/images/products/438/884/022/1479/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:condiments|en:vegetables-based-foods|en:culinary-plants|en:onions-and-their-products|en:onions|en:groceries,,,,,,
Erdnussbutter - Crunchy,Calvé,210g,Aufstrich,https://images.openfoodfacts.org/images/products/871/120/033/7965/12.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:spreads|en:nuts-and-their-products|en:plant-based-spreads|en:oilseed-purees|en:legume-butters|en:nut-butters|en:peanut-butters,en:vegetarian|en:vegan|en:european-vegetarian-union,en:peanuts|en:soybeans,c,4,c,
Ingwer Konfitüre Extra,Taste of British Isles,450g,Aufstrich,https://images.openfoodfacts.org/images/products/23133266/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:breakfasts|en:spreads|en:fruits-based-foods|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:fruits|en:jams|en:berries,en:green-dot,,d,,b,
Bayrischer Leberkäse fein,Metzgerfrisch,400 g,Wurst,https://images.openfoodfacts.org/images/products/20272319/4.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,en:no-gluten|de:alu|de:kunststoff,,e,4,,
Roggenkörner,Kaufland,1000g,Brot,https://images.openfoodfacts.org/images/products/433/589/603/3631/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads,en:organic|en:eu-organic|de:eg-öko-verordnung|en:de-oko-003,,,,,
Linsen Eintopf mit Würstchen,Erasco,800 g,Suppe,,en:canned-foods|en:meals|en:soups|en:canned-meals,,en:mustard,,4,,
Muffin Schoko,Schär,65g,Kuchen,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:cakes|en:muffins|en:chocolate-cakes|en:chocolate-muffins|en:biscuits-et-gateaux|en:gateaux|en:gateaux-au-chocolat|en:snacks-sucres,en:no-gluten|en:no-preservatives|en:no-lactose|en:no-wheat,en:eggs|en:none|en:nuts,e,4,e,
Back-Mozarella-Sticks mit Tomatensauce,Alpenhain,200 g,Käse,https://images.openfoodfacts.org/images/products/400/375/100/1506/16.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:meat-alternatives|en:breaded-products|en:italian-cheeses|en:breaded-cheeses|en:fried-foods|en:mozzarella-sticks,en:vegetarian|de:unter-schutzatmosphäre-verpackt,en:gluten|en:milk,d,4,c,
Rügenwürmer Salami Snack,Rügenwalder,100g,Wurst,https://images.openfoodfacts.org/images/products/400/559/722/3937/10.400.jpg,en:meats-and-their-products|en:prepared-meats|en:cured-sausages|en:salami,,,e,,e,
Grüne Bohneneintopf,Buss Fertiggerichte GmbH,800g,,,en:canned-foods|en:meals|en:canned-meals,,en:celery|en:eggs|en:gluten|en:milk,c,4,,
Streuselkäse,frischgold,250 g,Käse,https://images.openfoodfacts.org/images/products/430/618/834/1383/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cow-cheeses|en:uncooked-pressed-cheeses|en:cheeses-of-the-netherlands|en:gouda,,,,,c,
Essig mit Himbeere,Mautner Markhof,500ml,Essig,https://images.openfoodfacts.org/images/products/901/190/013/3881/1.400.jpg,en:condiments|en:vinegars,,,,2,b,
Ofen Kroketten,Bördegold,750g,,,en:breaded-products|en:kroketten,,,c,4,,Kartoffeln aus der Magdeburger Börde
Mais im Glas,K-Bio,230g,Mais,https://images.openfoodfacts.org/images/products/430/017/546/0804/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:cereals-and-potatoes|en:seeds|en:vegetables-based-foods|en:canned-plant-based-foods|en:cereals-and-their-products|en:canned-vegetables|en:cereal-grains|en:corn,en:organic|en:eu-organic|de:eg-öko-verordnung|en:de-oko-021,,b,,,
Saure Katzen,Beauty Sweeties,125g,Gummibärchen,https://images.openfoodfacts.org/images/products/426/027/836/3108/3.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies|en:gummi-candies|en:gummy-bears,en:no-gluten|en:vegetarian|en:no-artificial-flavors|en:no-preservatives|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:made-in-germany,,e,4,b,
Götterspeise Waldmeister Geschmack,Dr. Oetker,"23,4 g",,https://images.openfoodfacts.org/images/products/400/058/334/5303/3.400.jpg,en:desserts|en:cooking-helpers|en:dessert-mixes|en:jelly-desserts|en:mixes-for-jelly-desserts,,,c,4,,
Backfisch Stäbchen,iglo,728g,Fisch,,en:seafood|en:fishes-and-their-products|en:fishes|en:frozen-foods|en:meals|en:fish-preparations|en:frozen-seafood|en:breaded-products|en:frozen-fishes|en:breaded-fish|en:fish-fingers,en:sustainable|en:sustainable-fishery|en:green-dot|en:no-flavors|en:nutriscore|en:pefc|en:sustainable-seafood-msc,en:fish|en:gluten|en:milk|en:mustard,b,4,d,"FAO 61,FAO 67"
Dinkel Vollkorn Mehl,REWE,1000 g,Mehl,https://images.openfoodfacts.org/images/products/438/884/424/1275/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:flours|en:cereal-flours|en:wheat-flours|en:whole-wheat-flours|en:spelt-flours|en:whole-spelt-flours,en:organic|en:eu-organic|de:eg-öko-verordnung|en:naturland,en:gluten,a,1,,
Eier-WOK-Nudeln,Lien Ying,250 g,Nudeln,https://images.openfoodfacts.org/images/products/401/320/088/0903/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:noodles,,,c,,,
Raspel Schokolade edelherb,REWE,100 g,Schokolade,https://images.openfoodfacts.org/images/products/438/884/407/2916/4.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates,en:sustainable-farming|de:pro-planet|en:utz-certified|en:utz-certified-cocoa,,e,4,,
Klostergarten Delikatess Gurkenfäßchen,Klostergarten,670 g,Gewürzgurken,https://images.openfoodfacts.org/images/products/29044016/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pickles,en:organic|en:vegetarian|en:vegan|en:biodynamic-agriculture|en:demeter,,c,,,
Champions geschnitten Glas,Ja!,280g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:mushrooms-and-their-products|en:mushrooms|en:canned-mushrooms|en:champignon-mushrooms|en:canned-champignon-mushrooms,,,a,3,,
Kakao Schwach Entölt,DmBio,125g,,https://images.openfoodfacts.org/images/products/401/035/536/3190/9.400.jpg,en:cocoa-and-its-products|en:cocoa-and-chocolate-powders|en:cocoa-powders,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung,,,1,c,"Dominikanische Republik,Südamerika"
Lieblingsgast,Deutsche Bahn,8 g,Kekse,https://images.openfoodfacts.org/images/products/400/786/206/3590/4.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,,en:eggs|en:gluten|en:milk,e,4,b,
Brötchen,Brötchen,2pcs,Brötchen,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:bread-rolls,en:no-lactose,en:gluten,d,3,,
Halloumi Basilikum,Gazi,225 g,Käse,https://images.openfoodfacts.org/images/products/400/256/601/0079/2.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:meat-alternatives|en:cypriot-cheeses|en:grilling-cheeses|en:halloumi,en:vegetarian|en:halal,en:milk,e,3,c,Republik Zypern
Haferkraft Müsliriegel Mandel-Karamell,Corny,140 g,,,en:snacks|en:sweet-snacks|en:bars|en:cereal-bars,en:vegetarian|en:no-preservatives|en:vegan|en:no-colorings,en:gluten|en:nuts,d,4,,"Bad Schwartau,Deutschland"
Walnuss Senf nussig mittelscharf,Altenburger,200ml,Soße,https://images.openfoodfacts.org/images/products/401/508/774/1698/1.400.jpg,en:condiments|en:sauces|en:mustards|en:groceries,en:no-gluten,en:milk|en:mustard|en:nuts,d,3,b,
Käfer aus feinem Zuckerguss,Günthart,19 g,,https://images.openfoodfacts.org/images/products/400/985/311/6049/2.400.jpg,en:bread-coverings|en:cooking-helpers|en:food-decorations|en:pastry-helpers|en:sprinkles|en:multi-coloured-vermicelli,,en:eggs|en:milk,e,4,,
